gene,cell_type,tissue,source
AT1G64400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G64650,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G64670,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G64710,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G65060,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G65295,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G65560,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G65840,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G66100,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G66160,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G66230,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G66400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G67400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G68400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G68410,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G68530,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G68780,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G69450,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G69900,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G70520,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G70690,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G70890,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G70940,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G71695,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G72240,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G72416,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G72970,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G73210,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G73830,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G75040,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G75240,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G75500,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G75710,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G75900,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G76070,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G76240,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G76360,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G77210,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G77640,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G77855,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G78170,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G78210,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G78460,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G78600,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G79160,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G79700,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G80050,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G80420,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G01300,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G01340,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G01420,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G02400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G02450,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G02780,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G02950,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G04570,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G04780,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G05540,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G11810,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G12400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G14835,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G15050,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G15090,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G16380,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G17705,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G18630,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G19620,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G20300,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G20370,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G20835,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G20950,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G21180,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G21540,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G21830,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G22170,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G22770,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G22795,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G23010,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G23180,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G23450,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G23690,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G23770,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G23980,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G25735,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G25800,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G26250,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G26710,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G26910,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G27385,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G27770,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G28470,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G28630,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G29420,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G30010,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G30424,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G30470,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G30500,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G30550,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G30990,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G32010,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G32200,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G32210,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G32690,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G33050,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G34300,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G35760,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G35930,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G35945,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G36590,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G36770,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G37080,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G37640,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G38120,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G38500,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G38540,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G38750,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G38760,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G38995,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G39400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G39980,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G40095,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G40475,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G40610,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G41170,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G41540,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G43120,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G43130,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G43290,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G44230,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G45400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G45450,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G45970,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G47240,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G47485,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT2G47630,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G01430,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G01490,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G01680,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G01860,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G02110,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G02250,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G03520,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G03830,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G03840,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G03850,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G05160,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G05220,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G05230,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G05937,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G06035,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G06420,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G06868,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G07570,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G09410,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G09830,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G10720,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G10930,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G11210,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G11650,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G11720,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G12610,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G13690,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G13790,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G15020,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G15540,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G16170,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G16370,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G16380,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G16420,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G16460,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G16510,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G16530,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G16690,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G16720,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G17120,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G17820,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G18370,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G18710,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G19400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G19660,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G20470,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G21270,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G23030,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G23050,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G23300,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G23450,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G23640,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G25600,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G25670,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G26220,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G26450,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G26670,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G26910,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G26932,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G28910,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G29030,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G30720,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G43720,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G44970,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G45230,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G45730,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G47295,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G47550,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G47600,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G48720,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G49220,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G50530,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G50560,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G50570,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G50840,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G51600,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G52290,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G52370,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G52400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G52450,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G52470,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G52480,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G52748,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G52870,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G53280,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G53540,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G54140,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G54200,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G54820,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G54880,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G55120,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G55130,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G55470,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G56060,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G56260,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G57410,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G58850,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G59080,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G61550,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G62070,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G62110,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT3G63210,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G00050,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G00360,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G00400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G00970,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G01250,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G01950,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G02360,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G02715,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G02850,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G02860,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G03070,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G04745,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G04750,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G04840,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G04890,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G05590,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G09460,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G11660,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G13840,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G14440,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G14548,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G14550,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G14560,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G14620,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G14740,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G14746,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G14750,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G15630,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G15760,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G16130,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G16140,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G16660,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G17250,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G17260,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G17470,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G17770,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G18197,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G18205,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G18220,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G18570,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G18910,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G18970,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G20780,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G20820,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G21620,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G21750,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G22560,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G22730,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G23670,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G23990,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G24230,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G24510,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G25830,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G25840,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G25900,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G25960,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G26790,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G27870,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G28400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G28780,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G29110,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G29740,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G30340,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G30400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G30470,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G31000,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G31590,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G31820,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G32300,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G33180,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G33220,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G33360,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G34250,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G34650,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G34980,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G35110,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G35510,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G36240,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G36250,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G36380,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G36500,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G36870,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G37240,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G37450,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G37540,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G38580,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G38690,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G38770,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G38790,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G39330,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G39400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT4G40050,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G01075,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G01240,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G01790,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G02550,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G02600,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G03120,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G03530,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G03760,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G04150,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G05270,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G05890,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G06270,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G07250,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G08150,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G08260,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G08370,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G08640,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G10250,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G10480,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G11160,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G11610,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G12940,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G13400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G13930,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G14360,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G14410,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G14790,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G14930,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G15310,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G16570,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G16590,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G18020,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G18030,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G18080,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G18480,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G20050,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G20110,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G20270,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G20635,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G22250,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G22270,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G23100,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G23750,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G23820,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G25250,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G25610,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G26770,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G28630,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G36910,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G37790,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G38530,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G40170,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G40210,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G40250,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G40380,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G40390,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G41410,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G41761,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G41810,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G41900,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G42020,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G42870,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G43190,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G43630,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G43870,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G43880,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G44020,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G44572,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G45280,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G45940,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G45950,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G47610,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G48900,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G49760,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G52280,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G52320,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G53500,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G54145,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G54148,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G54630,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G54710,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G54800,leaf epidermis,shoot,PCMDB:SingleCellSeq
